marker-color,marker-size,marker-symbol,barangay,lon,lat,name
#7e7e7e,medium,,Aslum,124.88555073738097,11.168865802529206,
#7e7e7e,medium,,,124.8592758178711,11.154171640204982,Astorga
#7e7e7e,medium,,Penalosa,124.85348224639891,11.169918364407623,
#7e7e7e,medium,,Hubang,124.84277486801146,11.232917751392796,
#7e7e7e,medium,,Santiago,124.80910778045654,11.199009662296485,
#7e7e7e,medium,,Marasbaras 79,125.01055240631104,11.2033562659338,
#7e7e7e,medium,,San Jose 83C,125.01263380050659,11.206966107447219,
#7e7e7e,medium,,San Paglaum 103A,124.92088079452513,11.258309375416879,
#7e7e7e,medium,,Palanog 37A,124.95383977890013,11.25552093099373,
